1;1;"false"
2;1;"false"
3;1;"false"
4;1;"false"
5;1;"false"
6;1;"false"
7;1;"false"
8;1;"false"
9;1;"false"
10;1;"false"
11;1;"false"
12;1;"false"
13;1;"false"
14;1;"false"
15;1;"false"
16;1;"false"
17;1;"false"
18;1;"false"
19;1;"false"
20;1;"false"
21;1;"false"
22;1;"false"
23;1;"false"
24;1;"false"
25;1;"false"
26;1;"false"
27;1;"false"
28;1;"false"
29;1;"false"
30;1;"false"
31;1;"false"
32;1;"false"
33;1;"false"
34;1;"false"
35;1;"false"
36;1;"false"
37;1;"false"
38;1;"false"
39;1;"false"
40;1;"false"
1;2;"false"
2;2;"false"
3;2;"false"
4;2;"false"
5;2;"false"
6;2;"false"
7;2;"false"
8;2;"false"
9;2;"false"
10;2;"false"
11;2;"false"
12;2;"false"
13;2;"false"
14;2;"false"
15;2;"false"
16;2;"false"
17;2;"false"
18;2;"false"
19;2;"false"
20;2;"false"
21;2;"false"
22;2;"false"
23;2;"false"
24;2;"false"
25;2;"false"
26;2;"false"
27;2;"false"
28;2;"false"
29;2;"false"
30;2;"false"
31;2;"false"
32;2;"false"
33;2;"false"
34;2;"false"
35;2;"false"
36;2;"false"
37;2;"false"
38;2;"false"
39;2;"false"
40;2;"false"
1;3;"false"
2;3;"false"
3;3;"false"
4;3;"false"
5;3;"false"
6;3;"false"
7;3;"false"
8;3;"false"
9;3;"false"
10;3;"false"
11;3;"false"
12;3;"false"
13;3;"false"
14;3;"false"
15;3;"false"
16;3;"false"
17;3;"false"
18;3;"false"
19;3;"false"
20;3;"false"
21;3;"false"
22;3;"false"
23;3;"false"
24;3;"false"
25;3;"false"
26;3;"false"
27;3;"false"
28;3;"false"
29;3;"false"
30;3;"false"
31;3;"false"
32;3;"false"
33;3;"false"
34;3;"false"
35;3;"false"
36;3;"false"
37;3;"false"
38;3;"false"
39;3;"false"
40;3;"false"
1;4;"false"
2;4;"false"
3;4;"false"
4;4;"false"
5;4;"false"
6;4;"false"
7;4;"false"
8;4;"false"
9;4;"false"
10;4;"false"
11;4;"false"
12;4;"false"
13;4;"false"
14;4;"false"
15;4;"false"
16;4;"false"
17;4;"false"
18;4;"false"
19;4;"false"
20;4;"false"
21;4;"false"
22;4;"false"
23;4;"false"
24;4;"false"
25;4;"false"
26;4;"false"
27;4;"false"
28;4;"false"
29;4;"false"
30;4;"false"
31;4;"false"
32;4;"false"
33;4;"false"
34;4;"false"
35;4;"false"
36;4;"false"
37;4;"false"
38;4;"false"
39;4;"false"
40;4;"false"
