1;"03:53:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 0"
2;"02:36:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 1"
3;"02:22:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 2"
4;"02:11:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 3"
5;"02:47:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 4"
6;"02:17:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 5"
7;"02:37:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 6"
8;"01:48:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 7"
9;"02:42:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 8"
10;"02:24:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 9"
11;"02:10:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 10"
12;"02:09:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 11"
13;"02:33:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 12"
14;"02:18:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 13"
15;"01:50:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 14"
16;"03:09:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 15"
17;"02:52:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 16"
18;"02:58:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 17"
19;"02:16:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 18"
20;"03:09:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 19"
21;"03:14:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 20"
22;"02:03:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 21"
23;"02:43:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 22"
24;"02:25:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 23"
25;"01:18:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 24"
26;"02:55:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 25"
27;"03:45:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 26"
28;"03:25:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 27"
29;"03:04:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 28"
30;"02:18:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 29"
31;"03:04:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 30"
32;"01:02:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 31"
33;"01:07:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 32"
34;"01:15:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 33"
35;"02:31:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 34"
36;"02:59:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 35"
37;"02:44:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 36"
38;"01:33:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 37"
39;"01:34:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 38"
40;"02:39:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 39"
41;"02:23:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 40"
42;"02:02:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 41"
43;"02:15:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 42"
44;"02:30:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 43"
45;"02:46:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 44"
46;"03:48:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 45"
47;"01:35:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 46"
48;"02:07:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 47"
49;"03:23:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 48"
50;"03:13:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 49"
51;"02:08:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 50"
52;"02:24:00";"https://miro.medium.com/max/1200/0*jSJUA3vYRpJA3oK3.jpg";"Title 51"
