1;"2020-10-24 11:32:38.809143";9.72;2;122
2;"2020-10-24 11:32:38.863461";0.44;2;48
3;"2020-10-24 11:32:38.865872";6.62;3;18
4;"2020-10-24 11:32:38.868739";8.61;1;103
5;"2020-10-24 11:32:38.871706";7.36;2;120
6;"2020-10-24 11:32:38.874588";3.93;3;108
7;"2020-10-24 11:32:38.877478";0.04;4;71
8;"2020-10-24 11:32:38.880554";5.79;2;105
9;"2020-10-24 11:32:38.883289";5.00;2;14
10;"2020-10-24 11:32:38.885964";1.45;2;71
11;"2020-10-24 11:32:38.88878";1.84;3;82
12;"2020-10-24 11:32:38.891502";3.91;3;73
13;"2020-10-24 11:32:38.894345";1.95;2;50
14;"2020-10-24 11:32:38.897401";4.16;3;14
15;"2020-10-24 11:32:38.90024";9.98;2;52
16;"2020-10-24 11:32:38.90309";4.94;2;80
17;"2020-10-24 11:32:38.926108";8.74;3;98
18;"2020-10-24 11:32:38.929502";2.32;3;108
19;"2020-10-24 11:32:38.937733";5.26;1;123
20;"2020-10-24 11:32:38.942829";0.63;3;7
21;"2020-10-24 11:32:38.946564";4.91;3;30
22;"2020-10-24 11:32:38.950513";5.78;2;88
23;"2020-10-24 11:32:38.956237";1.03;1;92
24;"2020-10-24 11:32:38.959568";8.50;2;112
25;"2020-10-24 11:32:38.963042";0.96;2;104
26;"2020-10-24 11:32:38.968988";4.76;3;59
27;"2020-10-24 11:32:38.987844";5.21;3;67
28;"2020-10-24 11:32:38.990521";7.52;3;95
29;"2020-10-24 11:32:38.993061";4.83;3;124
30;"2020-10-24 11:32:38.996649";5.26;1;5
31;"2020-10-24 11:32:39.000187";4.64;3;6
32;"2020-10-24 11:32:39.003474";7.08;3;88
33;"2020-10-24 11:32:39.009175";6.85;2;111
34;"2020-10-24 11:32:39.012774";4.12;1;87
35;"2020-10-24 11:32:39.016505";5.24;2;125
36;"2020-10-24 11:32:39.022226";9.26;4;53
37;"2020-10-24 11:32:39.025243";2.42;2;122
38;"2020-10-24 11:32:39.028332";3.30;3;107
39;"2020-10-24 11:32:39.033508";0.87;3;83
40;"2020-10-24 11:32:39.03657";9.27;3;77
41;"2020-10-24 11:32:39.039476";7.96;3;128
42;"2020-10-24 11:32:39.042175";0.73;3;10
43;"2020-10-24 11:32:39.045868";8.76;2;6
44;"2020-10-24 11:32:39.049289";2.18;2;109
45;"2020-10-24 11:32:39.051925";2.04;2;41
46;"2020-10-24 11:32:39.054466";6.26;2;83
47;"2020-10-24 11:32:39.056836";0.89;3;77
48;"2020-10-24 11:32:39.059156";5.88;3;91
49;"2020-10-24 11:32:39.061449";2.12;2;67
50;"2020-10-24 11:32:39.063868";6.03;2;2
51;"2020-10-24 11:32:39.06609";7.45;3;124
52;"2020-10-24 11:32:39.068414";0.35;2;31
53;"2020-10-24 11:32:39.07064";5.76;4;31
54;"2020-10-24 11:32:39.072785";6.73;3;56
55;"2020-10-24 11:32:39.07507";2.07;2;76
56;"2020-10-24 11:32:39.077241";1.82;2;63
57;"2020-10-24 11:32:39.079464";5.08;2;67
58;"2020-10-24 11:32:39.081822";2.70;3;10
59;"2020-10-24 11:32:39.084048";6.80;1;24
60;"2020-10-24 11:32:39.086652";7.52;1;112
61;"2020-10-24 11:32:39.089174";4.01;2;73
62;"2020-10-24 11:32:39.091593";3.87;2;83
63;"2020-10-24 11:32:39.09404";0.58;3;12
64;"2020-10-24 11:32:39.096631";2.30;4;13
65;"2020-10-24 11:32:39.099391";9.36;2;39
66;"2020-10-24 11:32:39.101983";1.06;2;49
67;"2020-10-24 11:32:39.104315";4.99;2;51
68;"2020-10-24 11:32:39.106557";2.15;2;25
69;"2020-10-24 11:32:39.108651";9.56;2;112
70;"2020-10-24 11:32:39.110844";6.87;1;128
71;"2020-10-24 11:32:39.113081";8.64;4;64
72;"2020-10-24 11:32:39.115108";1.96;2;52
73;"2020-10-24 11:32:39.117188";8.16;2;111
74;"2020-10-24 11:32:39.11945";6.00;2;114
75;"2020-10-24 11:32:39.121534";3.59;2;31
76;"2020-10-24 11:32:39.124414";6.00;3;37
77;"2020-10-24 11:32:39.126987";3.96;2;28
78;"2020-10-24 11:32:39.1297";7.19;3;28
79;"2020-10-24 11:32:39.132501";6.46;2;34
80;"2020-10-24 11:32:39.135085";8.36;3;127
81;"2020-10-24 11:32:39.137802";4.76;3;125
82;"2020-10-24 11:32:39.140622";1.61;2;22
83;"2020-10-24 11:32:39.143304";1.15;2;52
84;"2020-10-24 11:32:39.146187";8.61;3;72
85;"2020-10-24 11:32:39.149041";8.20;3;59
86;"2020-10-24 11:32:39.151696";7.87;3;31
87;"2020-10-24 11:32:39.154685";0.85;2;15
88;"2020-10-24 11:32:39.157263";3.85;1;97
89;"2020-10-24 11:32:39.160162";0.45;3;80
90;"2020-10-24 11:32:39.162766";2.88;3;36
91;"2020-10-24 11:32:39.165514";3.24;3;82
92;"2020-10-24 11:32:39.167724";2.99;4;3
93;"2020-10-24 11:32:39.169988";1.66;3;115
94;"2020-10-24 11:32:39.172781";0.65;1;94
95;"2020-10-24 11:32:39.17568";5.68;4;116
96;"2020-10-24 11:32:39.178559";1.95;2;125
97;"2020-10-24 11:32:39.183997";6.24;4;104
98;"2020-10-24 11:32:39.187713";6.50;2;86
99;"2020-10-24 11:32:39.190889";4.99;4;10
100;"2020-10-24 11:32:39.193777";0.00;4;49
101;"2020-10-24 11:32:39.197786";6.15;3;40
102;"2020-10-24 11:32:39.202016";4.12;1;122
103;"2020-10-24 11:32:39.204746";1.19;1;96
104;"2020-10-24 11:32:39.210535";7.25;2;128
105;"2020-10-24 11:32:39.213348";6.43;3;6
106;"2020-10-24 11:32:39.216811";5.30;4;42
107;"2020-10-24 11:32:39.221343";4.65;3;111
108;"2020-10-24 11:32:39.223553";1.61;4;15
109;"2020-10-24 11:32:39.225774";4.10;2;114
110;"2020-10-24 11:32:39.228406";8.64;1;27
111;"2020-10-24 11:32:39.233521";2.09;2;51
112;"2020-10-24 11:32:39.235743";0.23;2;95
113;"2020-10-24 11:32:39.238165";4.44;3;113
114;"2020-10-24 11:32:39.240536";3.24;1;56
115;"2020-10-24 11:32:39.243891";9.37;4;23
116;"2020-10-24 11:32:39.24697";5.68;2;122
117;"2020-10-24 11:32:39.250049";2.70;3;93
118;"2020-10-24 11:32:39.252474";6.31;2;63
119;"2020-10-24 11:32:39.255005";6.76;1;3
120;"2020-10-24 11:32:39.257284";0.69;2;109
121;"2020-10-24 11:32:39.25973";3.74;4;59
122;"2020-10-24 11:32:39.262238";0.53;4;56
123;"2020-10-24 11:32:39.264434";6.48;3;83
124;"2020-10-24 11:32:39.26681";7.24;3;69
125;"2020-10-24 11:32:39.269179";8.08;2;72
126;"2020-10-24 11:32:39.271579";6.69;3;15
127;"2020-10-24 11:32:39.273964";2.30;2;125
128;"2020-10-24 11:32:39.276273";6.40;3;25
129;"2020-10-24 11:32:39.279469";9.43;2;112
130;"2020-10-24 11:32:39.281823";0.76;2;28
131;"2020-10-24 11:32:39.283985";6.64;1;34
132;"2020-10-24 11:32:39.286065";4.13;3;36
133;"2020-10-24 11:32:39.288171";6.21;1;21
134;"2020-10-24 11:32:39.29033";1.50;3;34
135;"2020-10-24 11:32:39.292479";2.79;1;11
136;"2020-10-24 11:32:39.294862";5.64;3;101
137;"2020-10-24 11:32:39.296989";8.33;1;105
138;"2020-10-24 11:32:39.299231";4.67;3;88
139;"2020-10-24 11:32:39.301345";7.17;3;13
140;"2020-10-24 11:32:39.30339";6.80;3;70
141;"2020-10-24 11:32:39.305294";9.77;4;67
142;"2020-10-24 11:32:39.307225";4.20;4;125
143;"2020-10-24 11:32:39.309289";0.55;3;56
144;"2020-10-24 11:32:39.311397";5.04;2;88
145;"2020-10-24 11:32:39.314043";8.01;2;105
146;"2020-10-24 11:32:39.31636";7.42;2;23
147;"2020-10-24 11:32:39.318642";6.74;2;36
148;"2020-10-24 11:32:39.321132";5.21;3;101
149;"2020-10-24 11:32:39.323426";2.63;3;85
150;"2020-10-24 11:32:39.325763";2.34;4;107
151;"2020-10-24 11:32:39.328136";2.61;1;128
152;"2020-10-24 11:32:39.331011";6.70;2;31
153;"2020-10-24 11:32:39.333557";7.75;2;1
154;"2020-10-24 11:32:39.336128";8.94;3;27
155;"2020-10-24 11:32:39.338915";4.98;3;38
156;"2020-10-24 11:32:39.341921";7.73;3;27
157;"2020-10-24 11:32:39.345191";6.09;1;106
158;"2020-10-24 11:32:39.348121";3.90;3;47
159;"2020-10-24 11:32:39.351386";7.40;3;53
160;"2020-10-24 11:32:39.36035";0.81;2;86
161;"2020-10-24 11:32:39.363144";6.73;2;38
162;"2020-10-24 11:32:39.368519";9.36;3;97
163;"2020-10-24 11:32:39.371137";2.93;1;51
164;"2020-10-24 11:32:39.374282";9.67;1;5
165;"2020-10-24 11:32:39.377385";3.57;3;31
